Subconjunto,Numero,Nome,Sexo,Email,PaisNacionalidade,ProgramaTutoria,TempoParcial,SituacaoPrescricao,Habilitacao,Curso,CursoNome,PrimeiraVezCurso,AnoLetivoMatricula,EstadoMatricula,TipoAcesso,Regime,AnoCurricular,ECTS_InscritosAnoAtual,IND2_1,ECTS_InscritoAnoAtualSemestre1,ECTS_FeitosAnoAtual,ECTS_Inscritos1AnoNoAnoAnterior,ECTS_Feitos1AnoNoAnoAnterior,Sucesso1anoNoAnoAnterior,media,IND2_2,Propina_TotalEmDivida,IND2_3,BolsaSAS_DataCandidatura,BolsaSAS_EstadoBolsa,BolsaSAS_DataDespacho,BolsaSAS_ValorBolsa,IND2_4,IngressoRG_nota,IngressoRG_fase,IngressoRG_pref,IND2_5,NumUCinscritas,40436_AvalParcial,40436_TaxaAssid,40909_AvalParcial,40909_TaxaAssid,41201_AvalParcial,41201_TaxaAssid,41703_AvalParcial,41703_TaxaAssid,42729_AvalParcial,42729_TaxaAssid
b1,2293,A2293,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,24,,0,0,13.25,10,0,30,15/09/2017,Indeferida,20/11/2017,,10,154,1,1,20,5,,90.91,,100,,-2,,-2,,100
b1,2297,A2297,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,14.6,30,141.79,,,,,,10,168.2,1,2,20,5,,81.82,,100,,-2,,-2,,90.91
b1,2305,A2305,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,14.2,10,0,,,,,,10,170.4,1,1,20,5,,100,,100,,-2,,-2,,90.91
b1,2309,A2309,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,14.2,10,0,,,,,,10,173,1,2,20,5,,100,,100,,-2,,-2,,100
b1,2314,A2314,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,12.8,10,0,,,,,,10,176,1,1,20,5,,90.91,,100,,-2,,-2,,90.91
b1,2315,A2315,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,14.4,10,0,,,,,,10,169.6,1,2,20,5,,81.82,,100,,-2,,-2,,90.91
b1,2320,A2320,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,24,,0,0,13,10,0,10,24/07/2017,Deferida,13/10/2017,1064,10,166.6,1,4,20,5,,100,,100,,-2,,-2,,100
b1,2324,A2324,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,64,10,34,28,,0,0,13.25,10,0,,,,,,10,164.6,1,1,20,5,,100,,100,,-2,,-2,,100
b1,2328,A2328,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,13.2,10,0,,,,,,10,177,1,1,20,5,,100,,100,,-2,,-2,,100
b1,2329,A2329,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,13.2,10,0,30,11/08/2017,Indeferida,05/02/2018,,10,163.4,1,5,20,5,,100,,100,,-2,,-2,,90.91
b1,2330,A2330,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,24,,0,0,12,10,0,,,,,,10,173.2,1,1,20,5,,100,,100,,-2,,-2,,100
b1,2332,A2332,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,13.8,10,0,10,15/08/2017,Deferida,11/12/2017,3416,10,168.2,1,2,20,5,,100,,100,,-2,,-2,,90.91
b1,2338,A2338,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,24,,0,0,13.5,10,0,,,,,,10,170.6,1,2,20,5,,91.67,,100,,-2,,-2,,81.82
b1,2339,A2339,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,24,,0,0,12,10,0,,,,,,10,175.4,1,5,20,5,,100,,100,,-2,,-2,,90.91
b1,2346,A2346,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,14.8,10,0,10,17/09/2017,Deferida,12/02/2018,3271,10,171.6,1,5,20,5,,81.82,,100,,-2,,-2,,90.91
b1,2362,A2362,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,24,,0,0,11,10,0,30,13/09/2017,Indeferida,,,10,169,1,2,20,5,,100,,100,,-2,,-2,,100
b1,2363,A2363,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,16,10,0,,,,,,10,167.2,1,4,20,5,,100,,100,,-2,,-2,,90.91
b1,2364,A2364,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,16.6,10,0,10,18/08/2017,Deferida,04/12/2017,1064,10,177.6,1,1,20,5,,100,,100,,-2,,-2,,100
b1,2365,A2365,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,12.6,10,0,,,,,,10,176.4,1,1,20,5,,100,,100,,-2,,-2,,100
b1,2369,A2369,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,14.2,10,0,10,07/09/2017,Deferida,13/10/2017,1204,10,169.4,1,2,20,5,,100,,100,,-2,,-2,,90.91
b1,2377,A2377,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,24,,0,0,12.25,10,0,30,06/09/2017,Indeferida,06/11/2017,,10,139.8,1,1,20,5,,100,,100,,-2,,-2,,90.91
b1,2378,A2378,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,15.2,10,0,,,,,,10,170.4,1,3,20,5,,100,,100,,-2,,-2,,100
b1,2389,A2389,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,14.2,10,0,,,,,,10,164.6,1,4,20,5,,100,,100,,-2,,-2,,90.91
b1,2398,A2398,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,15.2,10,0,10,16/09/2017,Deferida,22/01/2018,2481,10,177,1,1,20,5,,100,,100,,-2,,-2,,100
b1,2401,A2401,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,14.4,10,0,30,29/09/2017,Indeferida,09/11/2017,,10,173,1,4,20,5,,100,,100,,-2,,-2,,100
b1,2403,A2403,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,14.4,10,0,,,,,,10,164.8,1,1,20,5,,91.67,,100,,-2,,-2,,100
b1,2409,A2409,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,14.6,10,0,,,,,,10,168.8,1,2,20,5,,100,,100,,-2,,-2,,100
b1,2412,A2412,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,24,,0,0,13.75,30,141.79,,,,,,10,167.4,1,2,20,5,,100,,90.91,,-2,,-2,,63.64
b1,2413,A2413,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,12.4,10,0,,,,,,10,171.4,1,4,20,5,,100,,100,,-2,,-2,,100
b1,2414,A2414,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,24,,0,0,11.5,10,0,,,,,,10,176.8,1,1,20,5,,91.67,,72.73,,-2,,-2,,63.64
b1,2417,A2417,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,24,,0,0,10.5,10,0,30,22/08/2017,Indeferida,04/12/2017,,10,170.8,1,4,20,5,,100,,100,,-2,,-2,,72.73
b1,2434,A2434,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,12.8,10,0,,,,,,10,172.2,1,3,20,5,,100,,83.33,,100,,-2,,91.67
b1,2438,A2438,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,12.4,10,0,10,03/09/2017,Deferida,08/03/2018,1064,10,170,1,2,20,5,,100,,100,,100,,-2,,100
b1,2440,A2440,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,13.2,30,141.79,,,,,,10,173.8,1,1,20,5,,91.67,,91.67,,100,,-2,,91.67
b1,2442,A2442,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,12.6,30,141.79,30,02/08/2017,Indeferida,08/01/2018,,10,174.8,1,3,20,5,,91.67,,75,,100,,-2,,83.33
b1,2448,A2448,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,12.2,10,0,,,,,,10,174.6,1,6,20,5,,100,,100,,100,,-2,,100
b1,2451,A2451,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,30,30,0,,0,0,0,30,455.76,,,,,,10,165.4,1,3,20,5,,50,,8.33,,100,,-2,,0
b1,2457,A2457,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,12.2,30,141.79,10,28/09/2017,Deferida,19/10/2017,1064,10,164.2,1,2,20,5,,100,,83.33,,100,,-2,,83.33
b1,2458,A2458,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,24,,0,0,13.5,10,0,,,,,,10,164.2,1,1,20,5,,100,,83.33,,100,,-2,,91.67
b1,2461,A2461,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,14.4,10,0,,,,,,10,165.6,1,1,20,5,,100,,100,,100,,-2,,91.67
b1,2471,A2471,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,13.2,10,0,,,,,,10,172,1,3,20,5,,91.67,,100,,100,,-2,,91.67
b1,2475,A2475,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,12.6,10,0,10,25/09/2017,Deferida,13/10/2017,1064,10,164,1,1,20,5,,100,,91.67,,100,,-2,,91.67
b1,2481,A2481,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,15.6,10,0,,,,,,10,167.6,1,3,20,5,,100,,100,,100,,-2,,100
b1,2482,A2482,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,18,,0,0,11.33,30,141.79,10,29/09/2017,Deferida,13/10/2017,1507,10,166.2,1,2,20,5,,100,,91.67,,100,,-2,,83.33
b1,2490,A2490,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,12.4,30,141.79,,,,,,10,167,1,3,20,5,,100,,75,,100,,-2,,50
b1,2503,A2503,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,24,,0,0,11.5,10,0,,,,,,10,152.8,1,4,20,5,,100,,91.67,,100,,-2,,58.33
b1,2520,A2520,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,12.6,10,0,10,18/09/2017,Deferida,19/10/2017,,10,170.2,1,2,20,5,,100,,91.67,,100,,-2,,100
b1,2522,A2522,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,13.4,10,0,20,24/09/2017,Em análise,,,10,177.2,1,3,20,5,,100,,91.67,,100,,-2,,75
b1,2529,A2529,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,18,,0,0,10.67,10,0,,,,,,10,174.6,1,3,20,5,,100,,83.33,,100,,-2,,91.67
b1,2539,A2539,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,15,10,0,,,,,,10,169.6,1,3,20,5,,100,,91.67,,100,,-2,,100
b1,2541,A2541,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,12.6,10,0,10,29/09/2017,Deferida,13/10/2017,1064,10,169.6,1,2,20,5,,100,,90,,100,,-2,,81.82
b1,2556,A2556,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,13.2,10,0,10,08/09/2017,Deferida,12/01/2018,2240,10,172.6,1,2,20,5,,100,,100,,100,,-2,,83.33
b1,2563,A2563,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,13,10,0,10,29/08/2017,Deferida,10/11/2017,1064,10,170,1,4,20,5,,100,,75,,100,,-2,,83.33
b1,2565,A2565,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,16.2,10,0,10,08/08/2017,Deferida,13/10/2017,3236,10,177.2,1,3,20,5,,100,,100,,100,,-2,,100
b1,2567,A2567,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,13.8,30,141.79,,,,,,10,169.2,1,2,20,5,,100,,91.67,,100,,-2,,100
b1,2570,A2570,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,30,30,12,,0,0,14.5,30,759.6,,,,,,10,171.8,1,3,20,5,,90,,58.33,,100,,-2,,50
b1,2574,A2574,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,24,,0,0,12.75,10,0,10,30/10/2017,Deferida,24/11/2017,1064,10,163.4,1,1,20,5,,100,,100,,100,,-2,,100
b1,2576,A2576,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,16,10,0,,,,,,10,181.6,1,2,20,5,,100,,100,,100,,-2,,100
b1,2577,A2577,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,12,30,295.4,30,04/10/2017,Indeferida,09/11/2017,,10,165.6,1,2,20,5,,91.67,,90.91,,100,,-2,,83.33
b1,2581,A2581,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,13.4,30,141.79,30,17/09/2017,Indeferida,06/11/2017,,10,163.8,1,2,20,5,,100,,90.91,,100,,-2,,100
b1,2582,A2582,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,15.2,10,0,30,02/08/2017,Indeferida,05/02/2018,,10,175.6,1,1,20,5,,91.67,,100,,100,,-2,,100
b1,2587,A2587,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,12.4,30,141.79,,,,,,10,165.4,1,4,20,5,,50,,0,,100,,-2,,0
b1,2588,A2588,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Atleta de Alta Competição,Ordinário,1,60,10,30,30,,0,0,13.4,10,0,10,17/09/2017,Deferida,20/11/2017,2262,,,,,20,5,,91.67,,100,,100,,-2,,100
b1,2740,A2740,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,24,,0,0,13.5,10,0,,,,,,10,164.6,1,1,20,5,,100,,81.82,,100,,-2,,83.33
b1,2901,A2901,F,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,15,10,0,30,14/09/2017,Indeferida,21/02/2018,,10,168.8,2,1,20,5,,100,,100,,100,,-2,,100
b1,2909,A2909,F,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,12.8,10,0,,,,,,10,169.8,2,1,20,5,,100,,90.91,,100,,-2,,100
b1,3032,A3032,M,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,16.4,10,0,10,24/09/2017,Deferida,10/11/2017,1064,10,173.8,2,1,20,5,,100,,90.91,,100,,-2,,91.67
b1,3052,A3052,F,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,24,,0,0,14.25,10,0,,,,,,10,168.2,2,1,20,5,,100,,90.91,,100,,-2,,91.67
b1,3065,A3065,F,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,12.6,10,0,,,,,,10,168,2,2,20,5,,100,,72.73,,100,,-2,,66.67
b1,3109,A3109,F,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,10,30,30,,0,0,16.2,30,455.76,30,04/10/2017,Indeferida,,,10,179.2,2,1,20,5,,91.67,,100,,100,,-2,,100
